Drug Offences,Hammersmith and Fulham,1126,,,76,84,93,96,96,78,89,88,83,126,119,97
,,,,,50,67,68,64,60,85,65,58,49,76,58,63
Miscellaneous Crimes Against Society,Hammersmith and Fulham,294,,,3,1,1,3,5,7,6,4,0,7,4,4
,,,,,83,79,125,56,53,66,71,56,81,64,96,68
,,,,,316,241,296,216,241,270,310,290,339,290,354,337
,,,,,171,120,141,160,147,138,156,162,128,176,120,107
,,,,,0,0,0,0,1,0,1,0,2,1,0,0
,,,,,239,198,234,218,223,254,258,221,244,243,229,200
,,,,,410,383,433,405,408,454,528,402,460,432,481,437
,,,,,7,4,2,2,7,7,11,7,14,3,9,8
,,,,,194,144,167,211,176,185,187,155,186,193,170,166
,,,,,47,43,65,70,81,84,45,64,43,59,44,38
,,,,,209,160,211,191,166,136,132,121,124,113,146,139
,,,,,5,6,6,6,8,6,5,9,5,6,8,8
,,,,,76,78,111,79,81,107,123,121,112,123,121,97
,,,,,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,1,1,0,1,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,2,2,1,0,0,3,4,2,2,2,1,0
Possession of Weapons,Hammersmith and Fulham,157,,,1,0,0,1,1,0,0,0,0,1,0,1
,,,,,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,2,0,0,2,0,3,2,1,1,1,1,0
,,,,,2,1,2,0,2,1,1,1,1,3,1,1
Public Order Offences,Hammersmith and Fulham,1594,,,2,0,1,8,1,1,2,0,1,1,6,0
,,,,,4,6,8,4,7,8,6,2,8,8,11,8
,,,,,6,6,3,2,10,11,2,7,3,7,4,9
,,,,,1,1,0,1,4,2,2,2,0,0,1,0
Robbery,Hammersmith and Fulham,878,,,1,7,1,5,0,1,3,3,1,4,8,1
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Sexual Offences,Hammersmith and Fulham,544,,,1,1,1,1,3,1,2,3,2,3,7,3
,,,,,2,1,0,0,1,0,0,0,1,1,0,0
Theft,Hammersmith and Fulham,6902,,,1,0,2,3,1,0,2,2,0,1,3,0
,,,,,7,4,8,4,6,6,9,9,11,11,9,9
,,,,,0,0,0,0,0,0,0,0,0,0,1,1
,,,,,4,14,12,11,4,10,14,10,8,13,6,8
Vehicle Offences,Hammersmith and Fulham,3494,,,0,0,2,0,0,0,0,1,1,1,1,0
,,,,,3,1,2,2,3,3,1,3,3,2,0,2
,,,,,12,9,9,9,11,12,6,8,8,2,12,6
,,,,,25,17,16,18,20,27,16,38,22,14,15,21
Violence Against the Person,Hammersmith and Fulham,5672,,,92,61,109,82,120,111,110,105,122,127,112,102
,,,,,14,16,31,28,29,23,32,45,28,25,27,27
,,,,,0,1,2,0,0,0,0,1,1,0,0,0
Arson and Criminal Damage,Haringey,1826,,,5,3,5,3,7,8,9,8,12,13,9,7
,,,,,58,43,70,54,62,52,69,66,79,84,75,73
Burglary,Haringey,2835,,,33,30,53,34,37,45,46,36,40,39,37,22
,,,,,26,23,23,26,32,30,31,43,31,30,30,29
Drug Offences,Haringey,1594,,,28,24,26,30,46,37,36,32,45,24,21,8
,,,,,244,224,230,234,261,257,262,292,235,243,251,219
Miscellaneous Crimes Against Society,Haringey,370,,,93,125,152,139,179,147,168,172,156,158,205,124
,,,,,53,41,28,58,47,41,63,30,37,58,84,61
,,,,,3,6,4,1,3,8,7,9,5,2,3,3
,,,,,69,49,57,60,71,57,71,74,58,43,51,39
,,,,,255,207,195,181,175,226,220,287,271,251,251,152
,,,,,98,97,115,109,114,108,125,114,96,108,94,96
,,,,,0,0,0,0,0,1,1,0,0,2,0,0
,,,,,178,204,237,249,232,238,268,276,251,238,236,218
,,,,,378,394,435,431,419,479,476,419,550,481,438,491
,,,,,5,5,9,2,5,8,6,2,6,6,6,4
,,,,,163,120,148,118,162,142,163,151,158,139,132,139
,,,,,67,70,88,95,62,67,96,77,63,64,52,64
,,,,,239,238,181,245,171,242,214,167,215,224,177,176
,,,,,6,11,5,10,9,3,12,8,5,13,12,4
,,,,,113,109,167,126,130,137,155,132,127,108,154,150
,,,,,0,0,0,1,0,0,1,1,0,3,1,1
,,,,,0,0,0,0,0,5,2,2,2,3,2,2
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Possession of Weapons,Haringey,291,,,2,1,1,0,2,1,0,1,0,2,0,1
,,,,,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,0,0,0,1,0,0,1,0,0,1,0,0
,,,,,0,0,0,0,0,1,0,0,1,0,0,0
Public Order Offences,Haringey,1753,,,2,2,6,2,1,0,1,7,1,0,1,5
,,,,,0,0,1,3,3,2,4,1,0,3,2,0
,,,,,0,2,0,3,0,1,1,2,1,0,2,0
Robbery,Haringey,2642,,,8,9,5,6,10,5,2,4,5,6,11,3
,,,,,1,2,3,2,2,3,2,0,1,1,1,1
Sexual Offences,Haringey,747,,,0,0,0,1,1,3,1,1,1,1,1,0
,,,,,0,2,1,4,2,4,1,1,3,0,0,2
Theft,Haringey,7282,,,0,2,2,0,1,3,1,1,1,0,2,0
,,,,,0,1,0,1,1,0,1,1,2,2,2,1
,,,,,0,1,0,0,0,0,0,0,0,1,0,0
,,,,,6,8,1,5,1,3,5,4,3,4,1,3
Vehicle Offences,Haringey,5497,,,0,0,0,1,0,0,0,0,1,0,0,0
,,,,,12,14,22,16,12,4,10,8,18,8,10,7
,,,,,3,1,3,2,1,0,1,2,1,2,1,0
,,,,,1,1,2,2,2,2,2,1,0,0,3,1
Violence Against the Person,Haringey,7627,,,10,19,14,15,12,11,13,7,14,11,9,10
,,,,,16,16,11,12,15,15,22,17,17,15,17,7
,,,,,99,84,122,103,108,91,138,125,109,97,112,101
Arson and Criminal Damage,Harrow,1091,,,28,39,37,40,40,28,51,33,40,46,34,39
,,,,,1,1,1,0,0,2,0,0,1,0,0,0
Burglary,Harrow,2048,,,7,9,8,10,6,5,11,6,18,9,11,12
,,,,,150,143,159,174,159,167,188,141,153,163,182,156
Drug Offences,Harrow,808,,,34,26,33,36,58,33,67,34,28,24,42,28
,,,,,19,17,25,19,18,18,29,23,23,24,29,19
Miscellaneous Crimes Against Society,Harrow,196,,,107,86,115,154,172,148,213,196,168,178,111,100
,,,,,393,333,383,446,414,383,444,457,412,347,382,386
,,,,,61,63,69,63,69,71,79,90,90,106,106,109
,,,,,232,248,268,240,257,261,313,290,294,355,277,235
,,,,,2,2,1,0,8,6,2,2,4,4,1,1
,,,,,52,33,32,30,47,34,33,41,32,41,38,25
,,,,,184,183,199,175,206,214,216,229,252,208,195,184
,,,,,64,72,75,76,75,72,84,73,60,87,59,61
,,,,,0,0,0,2,1,0,0,1,0,0,0,1
,,,,,238,197,282,238,259,268,287,265,224,244,224,208
,,,,,397,364,407,373,413,369,451,436,407,381,396,432
,,,,,4,3,2,3,2,0,5,3,8,5,4,4
,,,,,119,95,111,96,113,108,121,113,89,105,116,120
,,,,,52,45,47,34,34,32,48,40,46,70,48,36
,,,,,128,114,100,115,103,87,122,134,118,112,98,116
,,,,,7,1,2,3,2,4,1,3,0,7,3,2
,,,,,79,74,88,113,112,98,99,152,80,80,70,46
,,,,,0,0,0,1,0,0,0,0,0,0,0,1
Possession of Weapons,Harrow,92,,,1,0,1,0,0,0,1,0,0,1,0,2
,,,,,0,0,0,0,1,0,0,0,1,0,0,0
,,,,,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,1,0,0,1,0,0,0,1,0,0,0
Public Order Offences,Harrow,920,,,0,2,1,3,6,2,4,1,2,5,0,1
,,,,,3,2,2,1,0,1,4,2,1,0,2,2
,,,,,2,0,4,4,1,2,3,2,0,0,2,1
,,,,,4,7,6,6,5,4,4,3,6,2,5,1
Robbery,Harrow,638,,,3,3,7,2,0,7,3,2,5,4,1,3
,,,,,2,5,2,5,1,6,2,2,1,3,1,2
Sexual Offences,Harrow,450,,,0,0,0,0,1,1,5,2,2,1,1,0
,,,,,0,2,2,3,0,1,1,1,1,2,0,1
Theft,Harrow,3566,,,0,0,0,2,2,2,0,2,2,0,2,0
,,,,,3,0,2,1,1,1,0,0,0,2,1,1
,,,,,4,0,3,2,1,3,3,3,4,3,5,5
,,,,,1,0,0,0,0,0,0,0,0,4,0,1
Vehicle Offences,Harrow,2871,,,12,5,7,7,11,6,6,5,5,9,6,8
,,,,,0,0,0,0,0,1,0,0,2,1,0,0
,,,,,1,0,2,0,0,0,1,2,2,0,1,3
,,,,,9,5,6,3,4,1,5,3,3,3,3,3
Violence Against the Person,Harrow,4694,,,17,14,25,15,14,16,20,14,10,13,18,18
,,,,,72,80,93,85,82,101,105,91,86,93,100,77
,,,,,26,26,25,23,25,25,34,29,42,24,23,32
Arson and Criminal Damage,Havering,1349,,,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,2,2,2,6,5,3,11,5,7,8,6,4
Burglary,Havering,1886,,,50,71,79,95,61,80,52,61,63,87,78,40
,,,,,31,29,19,18,21,32,26,24,25,22,30,23
Drug Offences,Havering,747,,,26,41,28,31,28,6,13,10,14,13,23,11
Miscellaneous Crimes Against Society,Havering,271,,,70,70,96,94,104,110,152,126,105,118,50,63
,,,,,257,250,292,286,295,278,338,282,247,290,327,317
,,,,,105,114,118,105,121,127,127,106,115,112,127,102
,,,,,51,71,56,64,68,79,84,65,58,92,89,129
,,,,,2,1,1,0,3,1,4,3,1,4,2,1
,,,,,20,17,28,35,41,30,33,25,32,52,16,31
,,,,,153,142,178,224,184,187,227,208,209,236,215,259
,,,,,44,52,61,48,45,54,58,47,76,85,65,54
,,,,,0,0,2,0,0,2,0,1,0,0,0,0
,,,,,124,139,165,190,177,187,149,178,169,134,191,117
,,,,,317,344,341,316,361,287,319,287,309,295,287,284
,,,,,5,3,2,7,10,2,6,4,8,4,6,7
,,,,,160,150,155,147,139,153,149,149,132,157,131,140
,,,,,48,34,77,79,60,76,64,52,48,44,54,31
,,,,,236,205,208,179,207,171,179,166,145,163,175,134
,,,,,8,7,3,3,9,10,11,8,3,10,19,12
,,,,,140,138,140,107,131,129,150,85,100,112,108,151
Possession of Weapons,Havering,163,,,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,0,2,1,2,1,1,2,0,1,2,0,3
,,,,,1,0,0,1,0,0,1,0,0,0,1,0
Public Order Offences,Havering,1118,,,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,1,2,0,0,2,1,0,2,0,1,2,0
,,,,,1,0,2,3,0,2,0,2,2,2,0,2
,,,,,9,11,1,0,3,1,4,2,1,1,5,4
Robbery,Havering,688,,,1,8,5,1,0,0,6,0,2,1,0,2
,,,,,6,7,9,5,7,7,6,5,5,5,6,10
Sexual Offences,Havering,474,,,0,0,0,0,1,0,0,0,1,0,0,0
,,,,,3,2,2,3,1,0,3,2,2,1,3,3
Theft,Havering,4028,,,0,2,1,1,2,0,1,1,2,2,0,1
,,,,,0,2,3,3,2,0,2,1,1,2,3,1
,,,,,4,2,2,2,2,2,4,1,0,4,1,3
,,,,,2,2,1,1,1,0,1,1,3,3,6,3
Vehicle Offences,Havering,2997,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,5,3,4,1,6,5,2,4,6,12,8,8
,,,,,0,0,0,0,0,0,0,0,0,1,1,0
,,,,,10,7,8,11,10,10,4,6,7,11,7,5
Violence Against the Person,Havering,5467,,,4,0,2,2,2,1,1,0,1,3,1,0
,,,,,1,1,4,2,3,2,3,5,2,3,4,4
,,,,,17,22,17,12,7,11,9,8,4,7,15,13
Arson and Criminal Damage,Hillingdon,2234,,,21,15,15,17,16,9,18,13,17,23,13,19
,,,,,63,84,101,91,119,89,118,99,112,101,111,89
Burglary,Hillingdon,2777,,,35,29,28,19,30,38,30,35,33,28,41,34
,,,,,14,11,6,8,9,11,15,5,7,6,9,13
Drug Offences,Hillingdon,1341,,,173,167,200,181,212,180,244,219,241,256,301,154
,,,,,31,29,44,31,39,38,40,32,31,37,41,27
Miscellaneous Crimes Against Society,Hillingdon,323,,,29,39,35,21,23,35,22,29,26,29,16,23
,,,,,21,25,25,25,42,54,72,36,51,33,16,28
,,,,,301,301,318,319,346,332,354,288,309,319,284,265
,,,,,110,102,102,134,140,106,119,75,129,135,114,168
,,,,,105,137,150,145,153,183,174,82,89,180,140,146
,,,,,2,2,3,1,4,0,3,8,4,6,3,4
,,,,,71,48,59,50,35,43,43,37,57,80,46,35
,,,,,287,243,374,274,251,350,337,282,443,374,296,235
,,,,,87,70,87,108,99,94,104,104,92,82,88,92
,,,,,0,1,0,0,0,1,0,2,1,0,0,1
,,,,,237,217,235,226,245,227,266,234,203,209,204,231
,,,,,362,390,404,407,427,417,432,384,394,442,403,425
,,,,,6,3,2,2,4,1,4,4,6,4,2,0
,,,,,78,88,95,87,91,84,99,74,87,84,88,98
,,,,,22,26,36,33,41,33,32,23,20,16,15,22
,,,,,189,159,172,115,109,120,92,82,161,181,166,183
,,,,,7,2,6,4,8,3,1,10,5,6,5,0
,,,,,64,55,64,56,69,54,68,76,85,63,64,33
Possession of Weapons,Hillingdon,171,,,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,0,0,0,0,0,1,0,0,1,0,0,0
,,,,,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Public Order Offences,Hillingdon,1650,,,0,0,0,0,0,1,0,0,1,0,0,0
,,,,,0,0,2,1,1,0,2,0,3,0,0,0
,,,,,0,1,0,0,0,0,1,1,0,0,0,1
,,,,,1,0,1,1,0,0,0,0,1,0,2,0
Robbery,Hillingdon,817,,,3,3,6,5,6,5,5,2,8,8,8,8
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Sexual Offences,Hillingdon,484,,,1,3,1,0,0,2,2,1,2,1,2,4
,,,,,0,0,2,1,0,2,0,2,2,0,0,2
Theft,Hillingdon,5643,,,2,2,0,0,1,1,1,0,1,1,2,0
,,,,,1,1,0,0,0,0,1,1,0,2,1,0
,,,,,0,0,3,0,1,0,0,2,2,0,1,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Vehicle Offences,Hillingdon,4616,,,5,4,6,2,3,2,5,2,1,5,5,5
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,8,3,4,4,4,4,7,4,1,3,4,1
,,,,,0,0,1,1,0,1,0,2,1,0,2,0
Violence Against the Person,Hillingdon,7392,,,0,0,0,2,0,2,0,2,0,0,2,0
,,,,,1,3,2,4,3,6,1,3,1,2,1,2
,,,,,11,6,11,15,11,11,14,6,8,8,10,17
Arson and Criminal Damage,Hounslow,1907,,,49,45,44,61,50,41,63,42,44,63,39,46
,,,,,12,12,21,13,16,18,23,19,16,13,17,24
Burglary,Hounslow,2224,,,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,3,9,8,4,1,7,4,2,5,7,4,4
Drug Offences,Hounslow,1693,,,51,48,48,55,42,41,40,37,42,61,58,57
,,,,,29,15,35,25,32,22,21,17,22,32,16,15
Miscellaneous Crimes Against Society,Hounslow,353,,,14,7,5,23,15,11,23,21,12,15,16,7
,,,,,2,5,8,7,7,24,18,24,18,16,5,5
,,,,,152,170,174,147,149,158,183,183,153,150,160,155
,,,,,80,67,84,56,87,70,73,82,68,86,80,74
,,,,,37,53,54,45,49,58,67,35,52,52,37,47
,,,,,0,0,3,1,0,3,0,1,3,1,2,2
,,,,,47,35,41,41,46,42,45,34,28,50,27,35
,,,,,147,104,110,152,149,169,188,155,160,207,149,172
,,,,,45,53,47,44,41,43,51,39,35,35,42,47
,,,,,0,0,1,0,0,0,0,0,0,0,1,0
,,,,,128,111,142,134,149,152,144,129,125,122,128,104
,,,,,259,249,206,242,273,280,278,254,265,283,279,256
,,,,,6,3,1,6,5,8,1,10,8,8,2,4
,,,,,108,116,95,100,125,105,115,92,105,122,104,100
,,,,,41,28,41,48,58,99,67,50,27,52,29,28
,,,,,145,98,94,88,121,97,87,86,67,138,166,131
,,,,,7,2,4,8,13,3,7,1,6,2,2,4
,,,,,40,59,54,46,75,48,60,61,55,77,69,44
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1,0,2,1,0,1,1,1,2,1,1,0
Possession of Weapons,Hounslow,220,,,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,2,0,0
,,,,,0,0,1,0,0,0,0,0,0,1,0,0
,,,,,0,0,0,1,0,0,1,0,1,0,1,0
,,,,,0,6,2,1,1,0,1,1,0,1,0,1
Public Order Offences,Hounslow,1761,,,1,0,3,0,2,1,0,4,2,3,2,2
,,,,,0,0,1,0,2,0,2,0,0,0,1,0
,,,,,3,12,10,9,5,5,5,7,6,5,8,8
,,,,,2,3,3,3,4,2,3,2,0,2,0,1
Robbery,Hounslow,756,,,2,3,2,2,1,1,1,2,0,1,1,0
,,,,,1,1,2,0,1,0,3,1,1,1,1,2
Sexual Offences,Hounslow,538,,,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,0,6,1,2,2,0,0,1,0,0,0,0
Theft,Hounslow,5575,,,5,4,5,2,3,5,6,7,7,4,3,9
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,5,6,19,9,7,3,4,8,4,9,8,1
,,,,,0,2,0,1,1,0,2,1,0,2,1,1
Vehicle Offences,Hounslow,4303,,,5,1,2,0,0,2,0,1,0,0,0,1
,,,,,6,4,8,4,4,4,3,6,5,6,3,4
,,,,,9,14,7,14,20,16,16,7,14,7,12,13
,,,,,43,54,77,47,71,71,66,72,65,64,74,60
Violence Against the Person,Hounslow,7618,,,14,21,29,16,15,22,16,20,17,9,7,17
,,,,,0,0,0,0,0,0,0,1,1,0,0,0
,,,,,3,10,3,6,5,4,2,9,1,6,9,3
Arson and Criminal Damage,Islington,1523,,,63,45,83,69,54,38,57,44,37,61,47,29
,,,,,23,21,33,30,37,25,34,22,22,30,19,21
Burglary,Islington,2659,,,12,12,17,10,5,18,9,15,13,8,21,17
,,,,,12,15,14,14,16,15,27,13,13,12,7,3
Drug Offences,Islington,1342,,,184,144,186,185,193,178,176,151,150,163,162,150
,,,,,92,101,100,103,140,118,104,124,121,187,136,108
Miscellaneous Crimes Against Society,Islington,322,,,34,37,33,45,52,27,33,16,28,34,33,39
,,,,,1,3,2,0,6,4,8,0,0,4,1,6
,,,,,39,26,27,37,37,26,26,34,28,32,35,28
,,,,,96,86,108,83,96,98,92,110,118,131,132,123
,,,,,123,121,114,114,118,103,112,89,97,125,118,80
,,,,,1,0,1,0,0,1,0,0,0,0,0,1
,,,,,167,153,144,156,160,135,172,158,167,173,140,153
,,,,,266,282,296,316,298,273,337,308,297,341,250,321
,,,,,8,9,4,6,8,9,12,3,11,5,12,5
,,,,,135,148,219,198,181,179,160,176,189,217,172,168
,,,,,45,34,47,40,38,52,33,45,41,24,31,41
,,,,,237,183,212,146,156,158,146,158,189,244,258,219
,,,,,5,8,15,9,8,9,9,8,6,5,13,7
,,,,,89,127,108,89,108,118,120,114,106,110,78,72
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1,0,1,0,2,0,0,0,2,0,0,2
Possession of Weapons,Islington,246,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,1,0,0,1,0,0,0,0,0,2,0,0
,,,,,3,2,2,0,1,1,0,1,2,1,2,1
,,,,,0,2,0,0,3,0,3,1,1,1,1,1
Public Order Offences,Islington,1777,,,3,2,1,0,3,2,2,0,0,0,3,1
,,,,,6,6,3,9,4,4,6,4,10,8,8,5
,,,,,0,0,0,0,0,0,1,1,0,0,0,1
,,,,,0,3,1,3,1,0,1,2,1,3,4,0
Robbery,Islington,1596,,,6,2,5,1,3,4,3,5,3,3,1,5
,,,,,1,2,3,2,2,3,1,1,2,1,0,3
Sexual Offences,Islington,633,,,0,0,0,0,0,0,1,0,0,0,2,0
,,,,,0,1,0,1,0,2,1,0,1,1,5,1
Theft,Islington,10699,,,7,5,5,6,8,8,15,9,5,6,8,9
,,,,,1,0,0,0,0,0,1,1,0,1,0,0
,,,,,4,5,7,3,5,6,4,3,6,7,7,4
,,,,,2,1,0,0,0,1,0,2,0,1,2,1
Vehicle Offences,Islington,3195,,,3,1,5,3,1,2,0,5,2,1,0,2
,,,,,7,7,13,6,3,4,1,11,2,6,6,5
,,,,,15,15,19,11,21,16,23,9,15,12,7,10
,,,,,56,80,111,90,121,112,109,119,98,98,100,109
Violence Against the Person,Islington,6390,,,22,22,20,22,25,19,26,23,26,22,20,26
,,,,,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,6,6,11,12,3,3,10,13,11,20,10,10
Arson and Criminal Damage,Kensington and Chelsea,1056,,,72,70,76,84,45,55,52,45,54,65,44,40
,,,,,18,33,28,22,26,21,34,20,26,22,28,28
Burglary,Kensington and Chelsea,2167,,,17,15,11,17,13,17,18,6,21,10,20,13
,,,,,21,18,23,19,27,17,32,37,39,31,36,10
Drug Offences,Kensington and Chelsea,1386,,,279,229,239,270,251,261,286,225,208,277,251,254
,,,,,104,123,119,139,115,159,145,155,177,184,207,139
Miscellaneous Crimes Against Society,Kensington and Chelsea,150,,,58,49,44,44,38,47,40,32,36,43,56,50
,,,,,3,3,6,5,3,5,2,6,3,2,1,3
,,,,,72,51,42,59,53,51,76,67,55,84,67,47
,,,,,239,180,223,216,212,216,246,275,234,279,266,225
,,,,,118,88,79,74,67,64,66,90,81,102,99,111
,,,,,0,0,0,0,0,0,1,0,0,0,1,0
,,,,,189,199,212,200,198,208,240,215,216,165,201,224
,,,,,383,381,417,389,432,448,435,389,400,424,434,391
,,,,,8,4,6,5,14,10,11,7,10,7,3,2
,,,,,136,159,166,144,163,154,163,112,143,153,150,177
,,,,,60,98,59,48,47,38,22,36,56,41,40,31
,,,,,131,138,168,112,111,110,115,132,164,168,172,127
,,,,,8,11,6,13,6,15,7,6,4,9,10,3
,,,,,136,145,159,130,116,135,133,140,150,128,128,95
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,0,1,1,0,2,1,1,0,0,0,0,1
Possession of Weapons,Kensington and Chelsea,129,,,0,0,0,1,0,0,1,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,1,1,0,0,0
,,,,,1,1,2,0,1,2,2,2,6,1,6,0
Public Order Offences,Kensington and Chelsea,1254,,,1,3,2,0,1,0,0,1,2,3,3,0
,,,,,4,2,2,0,1,3,1,3,0,2,3,1
,,,,,6,7,10,3,7,5,8,8,3,2,16,9
,,,,,1,1,4,2,1,6,5,0,3,2,4,0
Robbery,Kensington and Chelsea,995,,,3,0,2,2,1,1,1,2,0,0,1,1
,,,,,2,2,3,2,5,1,6,1,5,6,1,2
Sexual Offences,Kensington and Chelsea,371,,,3,1,2,2,1,1,1,1,2,1,6,1
,,,,,0,0,2,0,1,1,1,0,0,0,2,1
Theft,Kensington and Chelsea,9561,,,2,4,0,2,1,2,0,0,2,2,1,0
,,,,,0,0,0,0,0,0,0,0,0,1,0,0
,,,,,9,9,4,8,11,7,5,5,16,6,3,8
,,,,,0,0,0,0,0,1,0,0,0,0,0,0
Vehicle Offences,Kensington and Chelsea,3929,,,0,0,0,0,0,0,0,0,0,0,2,0
,,,,,7,13,15,10,9,12,2,7,8,6,9,5
,,,,,0,0,0,3,2,0,2,0,1,0,0,0
,,,,,2,5,2,1,4,2,2,2,4,2,0,0
Violence Against the Person,Kensington and Chelsea,4253,,,7,7,11,10,7,6,1,3,4,8,8,9
,,,,,12,12,18,10,8,11,19,15,12,12,8,14
,,,,,91,95,103,109,96,141,137,100,100,107,85,98
Arson and Criminal Damage,Kingston upon Thames,946,,,14,26,24,39,31,42,39,23,32,30,28,18
,,,,,0,1,0,0,0,0,0,0,0,0,0,1
Burglary,Kingston upon Thames,1005,,,9,5,1,5,7,3,1,3,4,1,3,3
,,,,,48,63,74,93,59,62,59,45,65,48,54,41
Drug Offences,Kingston upon Thames,902,,,28,24,29,31,25,25,34,17,27,22,36,32
,,,,,14,23,21,19,14,11,21,16,19,17,21,12
Miscellaneous Crimes Against Society,Kingston upon Thames,174,,,41,41,53,64,44,75,91,63,77,53,38,33
,,,,,254,233,256,244,279,238,279,244,236,251,225,273
,,,,,93,107,112,96,101,110,121,129,85,113,121,111
,,,,,48,52,56,47,48,55,55,44,33,49,63,41
,,,,,2,3,3,2,1,6,2,2,1,4,2,4
,,,,,52,59,71,49,49,43,41,55,47,63,34,73
,,,,,245,234,233,243,191,214,220,214,227,251,216,295
,,,,,74,64,75,70,68,57,74,62,73,75,77,83
,,,,,0,0,1,0,1,1,0,0,0,0,0,1
,,,,,210,178,216,214,222,243,214,200,204,202,226,198
,,,,,366,366,403,395,413,431,520,372,416,447,471,487
,,,,,2,3,0,6,6,2,6,4,2,5,9,1
,,,,,139,127,128,118,111,117,119,118,121,148,117,114
,,,,,77,60,74,80,61,58,77,60,70,71,73,79
,,,,,218,148,145,116,138,137,180,138,151,172,128,148
,,,,,11,8,3,3,6,14,14,6,5,9,10,8
Possession of Weapons,Kingston upon Thames,92,,,90,95,104,96,97,86,125,109,84,110,128,121
,,,,,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,0,0,0,0,0,0,0,0,0,1,0,0
,,,,,0,0,2,0,2,1,1,5,0,3,0,1
,,,,,0,0,0,0,0,0,0,1,0,0,1,0
Public Order Offences,Kingston upon Thames,888,,,0,0,0,1,0,0,0,0,0,0,2,0
,,,,,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,1,1,1,1,3,1,5,0,1,1,0,1
,,,,,3,1,3,4,8,2,4,2,1,9,4,0
Robbery,Kingston upon Thames,366,,,2,1,1,3,1,3,0,1,1,1,0,1
,,,,,7,1,4,2,6,1,4,5,4,2,4,5
Sexual Offences,Kingston upon Thames,370,,,4,6,1,3,6,4,1,2,1,3,0,2
,,,,,7,2,6,7,5,4,7,6,2,3,2,6
Theft,Kingston upon Thames,3512,,,1,2,0,1,0,0,1,0,0,0,0,0
,,,,,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,0,5,2,2,6,2,2,3,2,3,1,1
,,,,,1,1,0,0,2,1,0,0,0,1,1,0
Vehicle Offences,Kingston upon Thames,1489,,,1,2,0,0,3,3,1,0,2,1,0,1
,,,,,0,1,3,4,1,5,4,3,4,3,3,5
,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,7,10,4,8,12,10,11,13,3,5,8,10
Violence Against the Person,Kingston upon Thames,3481,,,0,0,1,1,1,1,2,1,0,2,0,0
,,,,,3,2,2,3,1,0,3,1,0,0,1,3
,,,,,20,13,16,5,7,4,16,11,11,6,4,4
Arson and Criminal Damage,Lambeth,2067,,,20,15,19,17,20,31,13,21,19,17,17,20
,,,,,81,89,98,107,108,93,118,111,101,95,102,104
Burglary,Lambeth,3194,,,17,31,34,28,28,17,40,21,31,32,21,36
,,,,,0,1,1,0,0,0,1,1,0,1,0,0
Drug Offences,Lambeth,2293,,,10,7,17,5,11,7,9,1,7,6,11,10
,,,,,109,92,110,123,119,111,151,155,107,122,163,133
Miscellaneous Crimes Against Society,Lambeth,462,,,26,18,43,50,46,29,36,26,30,28,43,32
,,,,,29,16,16,24,16,15,16,21,14,21,20,18
